InvoiceWeek,amount
2,416.6
2,723.2
2,2083.0
2,0.0
2,514.3
2,1041.4
2,1812.3
2,1208.2
2,520.7
2,636.3
2,2063.7
2,6769.1
2,925.7
2,473.6
2,636.4
2,509.2
2,3819.0
2,8332.2
2,1157.1
2,289.3
2,578.6
2,405.0
2,1041.4
2,763.8
2,254.6
2,3819.0
2,694.3
2,1157.2
2,694.2
2,6943.0
2,2314.5
2,2481.7
2,894.8
2,659.0
2,5091.0
2,6248.4
2,381.9
2,5554.26
2,578.6
2,2777.4
2,1145.4
2,1735.7
2,1041.4
2,5346.0
2,5091.0
2,1018.2
2,1070.85
2,1041.3
2,2557.2
2,2131.0
2,1041.4
2,694.2
2,4582.8
2,578.6
2,578.6
2,1504.2
2,1145.7
2,578.6
2,1735.8
2,462.9
2,3131.8
2,1527.2
2,810.0
2,3471.3
2,8254.8
2,724.86
2,1851.4
2,2036.4
2,6789.0
2,3439.5
2,1272.9
2,2082.9
2,405.0
2,578.6
2,894.8
2,17360.0
2,445.5
2,7551.25
2,4285.5
2,0.0
2,19107.5
2,1527.3
2,2471.0
2,543.12
2,3471.4
2,5550.0
2,5357.0
2,0.0
2,17358.0
2,4628.8
2,8486.0
2,142.78
2,2603.5
2,5206.5
2,98.84
2,0.0
2,8054.1
2,868.0
2,2893.0
2,0.0
2,3020.5
2,1980.0
2,12729.0
2,0.0
2,2036.7
2,162.0
2,9472.0
2,324.03
2,2603.5
2,916.8
2,5206.5
2,0.0
2,1735.8
2,2063.7
2,1735.8
2,312.42
2,1735.8
2,2636.0
2,0.0
2,3055.2
2,0.0
2,2603.5
2,0.0
2,7638.0
2,144.65
2,1157.1
2,40.5
2,1041.4
2,283.5
2,0.0
2,0.0
2,0.0
2,0.0
2,263.6
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,255.72
2,0.0
2,305.46
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,2829.0
2,0.0
2,964.5
2,0.0
2,3569.4
2,347.15
2,405.02
2,0.0
2,0.0
2,520.8
2,0.0
2,0.0
2,190.95
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,138.84
2,4285.5
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,5727.7
2,2983.4
2,1157.2
2,190.95
2,0.0
2,1650.96
2,462.85
2,0.0
2,642.85
2,1482.6
2,9885.0
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,578.57
2,6653.5
2,17358.0
2,823.7
2,154.28
2,2965.5
2,0.0
2,694.3
2,0.0
2,3702.72
2,11571.0
2,0.0
2,0.0
2,208.26
2,636.45
2,0.0
2,0.0
2,0.0
2,10414.0
2,925.68
2,0.0
2,0.0
2,0.0
2,0.0
2,0.0
2,23142.0
2,0.0
2,0.0
2,0.0
2,34714.0
2,0.0
2,0.0
2,104.14
2,13307.0
2,0.0
2,0.0
2,0.0
2,868.0
2,0.0
2,451.26
2,0.0
2,2083.0
2,0.0
2,0.0
2,0.0
2,771.4
2,0.0
2,0.0
2,763.74
2,2141.7
2,0.0
2,0.0
2,0.0
2,520.7
2,0.0
2,0.0
2,0.0
2,85.24
2,0.0
2,0.0
2,0.0
2,0.0
2,433.95
2,0.0
2,0.0
2,0.0
3,4736.0
3,694.3
3,3013.0
3,4206.0
3,1812.3
3,7638.0
3,880.0
3,2893.0
3,4759.2
3,1735.8
3,2131.0
3,4242.0
3,2025.0
3,2603.7
3,6428.5
3,2546.0
3,1208.1
3,1041.4
3,453.9
3,1736.0
3,4629.0
3,381.9
3,604.1
3,5207.0
3,2471.1
3,11571.0
3,1851.4
3,6808.5
3,17357.0
3,3624.6
3,2292.0
3,254.6
3,5207.1
3,8679.0
3,520.7
3,2314.5
3,763.8
3,509.1
3,7638.0
3,347.2
3,1157.2
3,381.8
3,5786.0
3,381.9
3,1527.3
3,2828.6
3,1977.0
3,988.5
3,4539.0
3,4628.4
3,3295.0
3,17142.0
3,8679.0
3,0.0
3,1607.0
3,2121.3
3,2557.2
3,0.0
3,1812.3
3,768.81
3,3471.0
3,0.0
3,381.8
3,540.0
3,8524.0
3,343.95
3,509.1
3,2314.5
3,5550.0
3,0.0
3,3356.0
3,2237.0
3,5091.0
3,203.64
3,520.7
3,891.0
3,1041.4
3,0.0
3,1145.7
3,2745.8
3,2893.0
3,114.54
3,3471.5
3,1041.4
3,1018.2
3,0.0
3,1342.2
3,1041.4
3,7636.5
3,76.36
3,1562.1
3,1208.2
3,1909.0
3,0.0
3,5554.2
3,5091.0
3,2416.4
3,0.0
3,2063.7
3,520.7
3,3818.0
3,0.0
3,2291.4
3,2314.2
3,988.5
3,0.0
3,444.78
3,71.39
3,868.0
3,0.0
3,4165.8
3,0.0
3,405.0
3,190.95
3,1909.5
3,0.0
3,578.6
3,0.0
3,520.7
3,0.0
3,5140.08
3,255.72
3,2673.0
3,152.76
3,1041.4
3,0.0
3,925.8
3,1562.13
3,2237.0
3,17356.5
3,867.9
3,0.0
3,289.3
3,0.0
3,1504.2
3,0.0
3,3819.0
3,0.0
3,1562.13
3,0.0
3,347.1
3,0.0
3,1041.4
3,6789.0
3,6879.0
3,925.7
3,604.05
3,347.13
3,520.7
3,5207.0
3,578.6
3,405.0
3,9258.0
3,694.3
3,520.8
3,372.2
3,115.04
3,1812.3
3,1909.5
3,988.5
3,260.53
3,1909.5
3,12729.0
3,771.4
3,810.0
3,4165.6
3,3471.0
3,906.15
3,867.9
3,848.4
3,1562.1
3,1208.2
3,6480.0
3,381.8
3,2750.4
3,988.5
3,1527.6
3,1909.5
3,1647.4
3,520.7
3,13018.5
3,763.8
3,1388.7
3,1273.0
3,604.1
3,1653.0
3,2314.4
3,1388.7
3,3124.2
3,3471.0
3,5931.0
3,8100.0
3,2269.5
3,2965.5
3,2416.4
3,1909.5
3,3020.25
3,1736.0
3,6479.9
3,1157.1
3,11572.0
3,2314.5
3,2416.3
3,7638.0
3,2471.1
3,17356.5
3,4339.5
3,1812.15
3,2723.4
3,2661.4
3,694.3
3,2673.0
3,578.6
3,1272.8
3,3471.0
3,1482.6
3,2557.2
3,1145.7
3,1735.7
3,347.1
3,659.0
3,694.3
3,1330.7
3,7521.0
3,2063.7
3,1041.4
3,9257.0
3,296.52
3,6942.6
3,1812.3
3,6041.0
3,2545.5
3,10414.2
3,2545.8
3,810.0
3,3818.0
3,1249.8
3,1620.0
3,1977.0
3,2965.5
3,5786.0
3,2314.2
3,578.55
3,5091.0
3,1736.0
3,1388.7
3,3760.5
3,11571.4
3,2083.2
3,6712.0
3,964.5
3,5207.0
3,5143.0
3,4629.0
3,406.02
3,1446.5
3,1851.36
3,891.0
3,450.0
3,2603.7
3,2430.0
3,2661.4
3,3020.5
3,2603.5
3,25458.0
3,8678.5
3,4582.8
3,3471.5
3,4118.7
3,1330.7
3,8331.6
3,1562.13
3,2291.4
3,2082.8
3,4582.8
3,3471.5
3,2314.2
3,1977.0
3,8254.8
3,1041.5
3,6109.2
3,1504.2
3,3054.6
3,1542.8
3,1388.7
3,3394.5
3,9256.8
3,3471.4
3,6110.4
3,2545.5
3,5554.8
3,2893.0
3,891.0
3,1909.5
3,8679.0
3,868.0
3,925.8
3,2314.5
3,10414.0
3,2237.0
3,15274.2
3,763.6
3,1342.4
3,520.7
3,1330.7
3,5786.0
3,1272.9
3,5207.0
3,16714.0
3,1342.2
3,659.0
3,17084.9
3,752.1
3,694.3
3,4339.2
3,3702.8
3,3123.9
3,572.7
3,4166.0
3,2545.8
3,13422.0
3,925.7
3,2893.0
3,2661.4
3,2237.0
3,6943.0
3,4582.8
3,1278.6
3,10182.0
3,381.8
3,2314.5
3,5446.8
3,4178.5
3,7138.8
3,2829.0
3,3858.0
3,1350.0
3,900.0
3,6364.5
3,12033.6
3,4165.8
3,1215.0
3,4127.4
3,2430.0
3,2777.2
3,1736.0
3,5786.0
4,1735.5
4,2250.0
4,25000.0
4,17346.42
4,14464.0
4,9942.0
4,5785.7
4,2036.7
4,1278.6
4,15428.0
4,13887.0
4,12355.5
4,8679.0
4,8100.0
4,950.46
4,1833.6
4,1562.1
4,9025.2
4,3020.5
4,37027.2
4,4127.4
4,3124.2
4,3101.43
4,64152.0
4,0.0
4,13839.0
4,5091.4
4,9885.0
4,5785.5
4,93727.8
4,3471.4
4,1735.8
4,1208.1
4,4628.4
4,1157.1
4,6942.6
4,8678.5
4,18121.5
4,2603.5
4,62483.4
4,1388.7
4,66650.4
4,0.0
4,1735.8
4,2256.3
4,16037.28
4,0.0
4,3295.0
4,13884.0
4,26614.0
4,296.52
4,24163.0
4,1542.8
4,11862.0
4,5264.7
4,4118.7
4,1208.2
4,4339.2
4,7638.0
4,5554.08
4,10414.2
4,4942.5
4,2131.0
4,4942.5
4,1527.3
4,2545.5
4,17358.0
4,5303.5
4,8678.5
4,578.6
4,2314.2
4,1909.0
4,2314.2
4,2777.1
4,5091.4
4,2471.1
4,8678.4
4,1272.9
4,1482.6
4,642.85
4,1735.5
4,1388.7
4,208.29
4,7637.1
4,1928.4
4,2416.3
4,1735.8
4,7636.0
4,2673.0
4,604.1
4,520.7
4,1647.4
4,848.6
4,1482.6
4,2416.3
4,1928.6
4,1977.0
4,5143.0
4,347.1
4,1273.0
4,1350.0
4,8485.8
4,1735.5
4,6364.5
4,810.0
4,3857.0
4,329.5
4,1388.7
4,3085.8
4,1697.1
4,3020.25
4,450.0
4,509.2
4,763.8
4,104.14
4,5091.0
4,2292.9
4,1562.1
4,771.4
4,4942.5
4,1491.3
4,4942.5
4,604.05
4,867.9
4,1350.0
4,4512.6
4,2121.0
4,335.6
4,2603.7
4,1208.1
4,659.0
4,34714.0
4,3085.6
4,520.7
4,4860.0
4,5207.4
4,916.8
4,347.1
4,2025.0
4,6943.0
4,578.6
4,5346.0
4,11457.0
4,2291.4
4,7551.25
4,1157.2
4,1735.8
4,190.9
4,1504.2
4,3624.6
4,6864.5
4,11100.0
4,1388.6
4,2256.3
4,2141.7
4,2776.8
4,8910.0
4,5940.0
4,3471.3
4,1735.8
4,2603.5
4,1273.0
4,1735.5
4,3954.0
4,1446.5
4,2603.5
4,6943.0
4,1909.0
4,3471.0
4,2131.0
4,2269.5
4,5786.0
4,5785.5
4,6879.0
4,11571.0
4,7714.0
4,11281.5
4,5728.5
4,1388.6
4,1736.0
4,3624.3
4,4118.5
4,2025.0
4,3471.0
4,13422.0
4,2603.7
4,7636.5
4,2545.5
4,1388.7
4,1736.0
4,509.2
4,3857.0
4,1272.9
4,3054.6
4,3819.0
4,823.7
4,1647.4
4,1909.5
4,8100.0
4,3471.5
4,771.4
4,1909.0
4,2661.4
4,1145.7
4,810.0
4,1041.4
4,3471.6
4,1186.2
4,2603.5
4,3818.0
4,2893.0
4,1812.3
4,5346.0
4,2604.0
4,694.3
4,1018.2
4,1977.0
4,1041.5
4,9900.0
4,2545.5
4,1735.5
4,2546.0
4,347.1
4,867.9
4,2863.8
4,1812.3
4,578.55
4,659.0
4,408.36
4,4050.0
4,520.7
4,1330.7
4,17356.5
4,771.4
4,856.68
4,3214.0
4,1145.7
4,9643.0
4,5786.0
4,1375.8
4,5554.26
4,254.6
4,7638.0
4,636.4
4,1812.3
4,810.0
4,2965.5
4,2082.8
4,1482.6
4,1482.6
4,1735.8
4,1041.3
4,1035.0
4,636.4
4,5114.4
4,1446.4
4,1041.4
4,2684.4
4,867.9
4,2673.0
4,1041.6
4,724.89
4,1145.4
4,329.5
4,1157.1
4,1041.4
4,2036.7
4,8254.8
4,4628.5
4,3471.3
4,604.05
4,289.3
4,1041.4
4,1504.2
4,2291.4
4,347.1
4,2082.9
4,1215.0
4,763.8
4,2291.4
4,578.6
4,6248.4
4,2314.5
4,1041.42
4,3471.5
4,2131.0
4,2571.4
4,1006.8
4,2893.0
4,217.6
4,925.7
4,659.0
4,2314.4
4,416.6
4,3124.2
4,2829.0
4,1446.5
4,2472.5
4,1909.0
4,2485.5
4,1562.1
4,462.9
4,4455.0
4,16971.0
4,254.6
4,636.3
4,2603.7
4,1041.4
4,3471.6
4,2893.0
4,3819.0
4,15428.0
4,1145.4
4,4736.0
4,2777.4
4,1157.1
4,1157.2
4,1215.0
4,867.9
4,26750.5
4,2083.0
4,1041.3
4,6942.6
4,4628.4
4,2430.0
4,2314.5
4,11571.0
4,3020.25
4,2751.6
4,4628.5
4,4009.32
4,41656.8
4,3471.0
4,1562.1
4,1041.4
4,347.1
4,954.6
4,2893.0
4,2965.2
4,1215.0
4,3294.8
4,347.2
4,5346.0
4,8678.5
4,7637.1
4,2745.8
4,6364.5
4,3819.0
4,2430.0
4,5207.0
4,509.2
4,4629.0
4,7908.0
4,2269.5
4,2036.4
4,1208.2
4,190.9
4,458.4
4,381.8
4,604.1
4,514.3
4,578.6
4,848.6
4,947.2
4,424.2
4,1735.6
4,1157.2
4,1145.7
4,1504.2
4,609.0
4,208.29
4,0.0
4,2603.5
4,1482.6
4,121.5
4,3760.5
4,8524.0
4,578.0
4,0.0
4,0.0
4,947.2
4,3020.25
4,1353.4
4,2131.0
4,1018.2
4,642.8
4,676.7
4,127.28
4,891.0
4,4118.5
4,407.28
4,5091.0
4,3702.8
4,385.7
4,0.0
4,152.76
4,907.8
4,6942.0
4,40.5
4,6943.0
4,1735.8
4,450.0
4,0.0
4,0.0
4,1909.5
4,10414.2
4,0.0
4,0.0
4,1909.5
4,2603.5
4,0.0
4,0.0
4,3819.0
4,1249.8
4,89.48
4,0.0
4,26035.0
4,2965.5
4,0.0
4,0.0
4,2227.5
4,0.0
4,0.0
4,0.0
4,0.0
4,0.0
4,267.33
4,0.0
4,0.0
4,0.0
4,343.95
4,0.0
4,69.43
4,617.14
4,0.0
4,0.0
4,0.0
4,0.0
4,0.0
4,0.0
4,1157.1
4,4050.0
4,1145.4
4,763.8
4,2082.8
4,2169.6
4,5786.0
4,1812.3
4,752.1
4,3471.4
4,3624.6
4,763.8
4,2893.0
4,771.4
4,7138.8
4,15276.0
4,8679.0
4,38570.0
4,6364.5
4,2131.0
4,2036.7
4,11571.0
4,1350.0
4,447.4
4,2545.5
4,3471.4
4,2745.8
4,1388.7
4,2314.5
4,2292.0
4,287.6
4,3624.6
4,4860.0
4,810.0
4,3645.0
4,2545.8
4,676.7
4,771.4
4,6943.0
4,988.5
4,203.0
4,4118.5
4,1145.7
4,2545.7
4,406.0
4,1504.2
4,2430.0
4,3124.26
4,1353.4
4,2965.5
4,5207.0
4,509.2
4,867.9
4,2256.3
4,3020.25
4,4815.3
4,2131.0
4,4339.5
4,2636.0
4,5206.5
4,6711.0
4,1041.6
4,2893.0
4,4165.6
4,16038.0
4,2082.9
4,5346.0
4,6075.0
4,2545.5
5,509.2
5,7637.1
5,2603.55
5,3295.0
5,1542.8
5,8678.4
5,416.6
5,2262.9
5,593.04
5,2131.0
5,2256.3
5,2292.0
5,7521.0
5,20046.6
5,1736.0
5,0.0
5,2082.8
5,69428.0
5,347.15
5,2546.0
5,4759.2
5,26730.0
5,3124.2
5,8571.0
5,8678.5
5,4165.8
5,2025.0
5,2269.5
5,1145.7
5,1145.7
5,3819.0
5,275.16
5,405.0
5,19768.8
5,2141.7
5,12729.0
5,763.8
5,23142.0
5,2546.0
5,0.0
5,2965.5
5,15428.0
5,1388.7
5,2025.0
5,4629.0
5,23142.0
5,4009.32
5,185.16
5,2893.0
5,6942.6
5,520.7
5,4262.0
5,1342.2
5,8679.0
5,6364.5
5,0.0
5,4339.5
5,14498.0
5,4474.0
5,2893.0
5,925.7
5,5207.0
5,1215.0
5,71.39
5,381.8
5,2520.42
5,0.0
5,1977.0
5,203.64
5,1647.4
5,891.0
5,867.9
5,1273.0
5,14497.8
5,0.0
5,7810.5
5,0.0
5,272.34
5,2025.0
5,185.16
5,138.88
5,101.84
5,0.0
5,0.0
5,0.0
5,45.84
5,173.55
5,0.0
5,416.56
5,267.33
5,6364.5
5,1157.2
5,1909.5
5,1909.5
5,0.0
5,162.0
5,127.86
5,0.0
5,0.0
5,152.72
5,2545.5
5,671.2
5,385.8
5,1388.7
5,2603.7
5,2314.5
5,11100.0
5,1508.4
5,24055.92
5,11571.0
5,6248.4
5,3702.84
5,5207.0
5,1157.1
5,2256.3
5,2131.0
5,694.3
5,14464.0
5,5091.4
5,8100.0
5,2545.5
5,1208.2
5,1157.2
5,2965.5
5,1041.4
5,2965.2
5,1041.3
5,426.2
5,254.6
5,520.7
5,1098.3
5,763.8
5,5786.0
5,5786.0
5,6393.0
5,3000.0
5,3857.0
5,1607.1
5,5785.5
5,723.2
5,8100.0
5,642.85
5,289.3
5,2777.1
5,13729.0
5,3471.0
5,11457.0
5,1157.1
5,52071.0
5,3394.5
5,2603.5
5,1145.4
5,5207.0
5,353.55
5,381.8
5,3624.6
5,4539.0
5,8679.0
5,763.6
5,1272.9
5,3624.6
5,988.5
5,426.2
5,694.3
5,763.8
5,2290.8
5,7638.0
5,494.25
5,2893.0
5,3471.6
5,889.56
5,1145.7
5,694.4
5,1041.6
5,6943.0
5,810.0
5,1909.5
5,1562.1
5,1504.2
5,1909.5
5,636.4
5,3394.5
5,3439.5
5,810.0
5,509.2
5,5554.8
5,458.4
5,2673.0
5,694.2
5,4474.0
5,867.9
5,462.9
5,2314.2
5,1215.0
5,1353.82
5,345.12
5,4455.0
5,5728.5
5,494.25
5,1041.3
5,1041.6
5,6711.0
5,7714.0
5,2082.9
5,9900.0
5,954.6
5,6879.0
5,1249.8
5,1342.2
5,4165.8
5,0.0
5,7636.5
5,22628.0
5,763.8
5,8679.0
5,1482.6
5,3182.0
5,2141.7
5,3020.25
5,0.0
5,426.2
5,3003.69
5,1909.0
5,5189.49
5,1735.5
5,277.72
5,2430.0
5,0.0
5,4942.5
5,989.33
5,6364.5
5,5346.0
5,2025.0
5,1037.82
5,5554.08
5,3857.0
5,2965.5
5,8871.6
5,4942.5
5,19107.5
5,2557.2
5,10285.2
5,2169.6
5,3124.2
5,1273.0
5,2673.0
5,3471.6
5,1145.4
5,5554.2
5,3055.2
5,1145.7
5,1041.4
5,604.1
5,6041.0
5,6942.0
5,694.3
5,7636.5
5,13885.5
5,6942.6
5,3857.0
5,4127.4
5,3471.6
5,17357.0
5,2893.0
5,2673.0
5,2829.0
5,2603.5
5,686.45
5,4339.5
5,1909.2
5,3760.5
5,11457.0
5,2256.3
5,4759.2
5,462.9
5,277.72
5,0.0
5,4950.0
5,1060.5
5,1131.4
5,3294.9
5,1929.0
5,6789.0
5,1388.7
5,0.0
5,2314.5
5,2828.5
5,4262.0
5,6942.6
5,1562.1
5,0.0
5,2121.5
5,10414.2
5,6943.5
5,0.0
5,2545.7
5,5206.5
5,5207.1
5,3182.0
5,1272.9
5,0.0
5,1504.2
5,3471.5
5,1388.6
5,0.0
5,867.9
5,243.04
5,3472.0
5,5785.5
5,0.0
5,5727.0
5,0.0
5,16972.5
5,0.0
5,3471.4
5,810.0
5,0.0
5,1620.0
5,1157.1
5,1041.4
5,0.0
5,0.0
5,3818.0
5,0.0
5,3013.0
5,0.0
5,17356.5
5,2777.4
5,3819.0
5,381.8
5,5091.0
5,1414.3
5,2082.9
5,3013.0
5,8948.0
5,3020.5
5,5346.0
5,4736.0
5,1318.0
5,1909.5
5,447.4
5,3214.0
5,694.2
5,381.8
5,2237.0
5,867.9
5,2416.3
5,1041.4
5,1388.6
5,381.9
5,771.4
5,868.0
5,416.6
5,1273.0
5,15428.0
5,347.15
5,1909.0
5,1145.4
5,578.6
5,1208.2
5,13752.0
5,1735.7
5,7636.5
5,2603.5
5,3819.0
5,3857.0
5,3471.0
5,7071.0
5,1482.6
5,1414.3
5,11464.5
5,1607.0
5,4629.0
5,1041.4
5,3960.0
5,3535.5
5,381.9
5,1977.0
5,25715.0
5,2025.0
5,2314.4
5,671.2
5,4320.0
5,2684.4
5,3857.0
5,2965.2
5,3960.0
5,5207.0
5,867.9
5,2269.5
5,3054.6
5,7637.4
5,509.1
5,2893.0
5,1388.7
5,1041.3
5,1909.0
5,572.7
5,5436.9
5,2545.5
5,988.5
5,1041.3
5,954.6
5,1735.8
5,509.2
5,5554.8
5,405.0
5,694.3
5,868.0
5,3124.2
5,3394.5
5,4127.4
5,1851.4
5,2314.2
5,1157.2
5,3471.5
5,3819.0
5,3819.0
5,578.6
5,1388.6
5,578.55
5,520.7
5,4283.4
5,741.3
5,2291.4
5,1562.13
5,694.2
6,7714.0
6,2893.0
6,4009.32
6,2603.7
6,17356.5
6,2082.8
6,520.7
6,900.0
6,1482.6
6,15042.0
6,2965.5
6,3295.0
6,2893.0
6,5728.5
6,1909.0
6,4243.0
6,1714.2
6,1157.2
6,604.1
6,7984.2
6,2603.55
6,2893.0
6,1591.0
6,4759.2
6,468.0
6,1909.0
6,426.2
6,4073.4
6,494.25
6,3471.0
6,2256.3
6,450.0
6,1909.5
6,1591.0
6,1388.6
6,6879.0
6,2661.4
6,6879.0
6,12149.9
6,2829.0
6,9900.0
6,12729.0
6,2673.0
6,2777.1
6,0.0
6,2025.0
6,3563.7
6,2893.0
6,3857.0
6,4339.2
6,4942.5
6,1272.9
6,1977.0
6,3471.0
6,4539.0
6,4178.5
6,6364.5
6,6016.8
6,6943.0
6,2893.5
6,2025.0
6,1977.0
6,19095.0
6,3624.6
6,2314.2
6,2777.1
6,2082.8
6,5786.0
6,624.9
6,954.5
6,7636.0
6,5091.0
6,3020.5
6,5091.0
6,868.0
6,2430.0
6,11571.0
6,2603.5
6,3857.0
6,6943.5
6,3624.3
6,578.6
6,1851.4
6,17357.0
6,15273.0
6,8910.0
6,5091.0
6,3760.5
6,8100.0
6,2314.2
6,2314.5
6,5786.0
